0,Luv luv luv uuuuuuuu
1,Bạn ca sĩ hát hay lắm. Chúc nhóm thành công nhé !
2,Cảm ơn bạn nha!
0,Em say quá anh ơiii
1,Lâu ngày quá chắc mn quên mình ròi 🥺
2,1.000 View òiii. Thanks mọi người nhiềuuuu ❤️
3,Vjp ạ
4,Mình cảm ơn nhé. Nhớ đăng ký kênh để nhận đc Thông báo mỗi khi mình ra vd nèeee
5,Hay quá ạaaaa🥰
6,N cảm ơn nè :3
7,Thử đú tiktok đi biết đâu lại hot
8,Để n đăng thử kkk
9,Fan cứng nè
10,Hiiiihi :3
11,Hay quáaaa =))
12,Yêuuuu :3
13,Cho tui xin link mua dây voii cậu wui
14,Hay quá a nhân ơi ><
15,Lần cuối đi chị :33
16,Để a sau này làm xong nốt mấy bài kia đã
17,Perfect !!
18,Tksss :3
19,“ Hạnh phúc bỏ rơi em “ đi b ơi
20,Sau này mình sẽ làm ạ
21,like đầu tiên luon ;-;
22,Tks b nha
23,"Cảm ơn mn đã lắng nghe và ghé qua phần bình luận này, nếu các bạn thấy hay thì cho mình 1 like và 1 lượt Subcribe nhé
-
Mình cảm ơn mn đã ủng hộ mình trong thời gian qua ❤️"
24,"Sao bạn quay được dây đàn nó lượn sóng hay zậy,chỉ với bạn quay bằng phần mềm gì vậy cảm ơn bạn"
25,nguyễn công danh đúng r bạn. Mình dùng app Inshot để chỉnh màu lại á
26,@Nguyễn Thanh Nhân à tại thấy bạn quay trời đẹp bạn chỉnh màu lại hả
27,nguyễn công danh mình dùng đt IP quay camera thường á bạn. Bạn chỉ cần quay ra nắng là dây đàn nó lượn sóng á.
28,Bạn có bấm hợp âm k hay là đàn trên dây thôi??
29,Thi Dep Cao mình đánh như bình thường mới được chứ b 🤣.
30,"Thấp thoáng ánh mắt đôi môi mang theo hương mê say
Em cho anh tan trong miên man quên luôn đi đêm ngày
Chạm nhẹ vội vàng hai ba giây nhưng con tim đâu hay
Bối rối khẽ lên ngôi yêu thương đong đầy thật đầy
Anh ngẩn ngơ cứ ngỡ
Đó chỉ là giấc mơ
Anh ngẩn ngơ cứ ngỡ

Nhưng đang ngất ngây trong giấc mơ
Thật ngọt ngào êm dịu đắm chìm phút chốc viết tương tư gieo nên thơ
Có câu ca trong gió hát ngân nga ru trời mây nhẹ nhàng đón ban mai ngang qua trao nụ cười
Nắng đua chen khoe sắc vui đùa giữa muôn ngàn hoa dịu dàng đến nhân gian âu yếm tâm hồn người
Hình như chính em
Cho anh mong chờ
Hình như chính em
Cho anh vấn vương
Đừng thờ ơ xin hãy lắng nghe và giúp anh trả lời đôi điều còn băn khoăn
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây 
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây
Em lang thang cả ngày trong tâm trí
Đi không ngừng cả ngày trong tâm trí
Si mê thêm cuồng quay
Ah uhhhhh
Có chắc yêu là đây"
31,Có tab kh anh
32,"koutgg Nguyenbhh không có nhé bạn. Do mình đánh ngẫu hứng theo cảm âm á.
Cảm ơn bạn đã ủng hộ ạ"
33,Nhìn ngón tay lướt trên phím đàn thấy thích gê. Mong đc tt cùng bạn👍🔔
34,bạn chơi guitar hay quá .tuyệt vời
35,PHAN THAI CUONG mình cảm ơn b nhiều ạh
36,Đã sub ạ
37,SonTran TV tks b nha. Mình sub cho b r đấy kkk
38,hi quá hay luôn bạn mình ơi hihi
39,Cảm ơn b nhiều nhaa ❤️
40,"Lyrics cho bạn nào cần nè: 

Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao 
Để buồn đau phủ lên bờ vai hao gầy 
Ngày mà ta rời xa, quay lưng về nhau 
Liệu đã có ai ngoảnh lại 
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta.

Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em 
Lỡ một giây, ngàn năm thì cũng vẫn vậy 
Dư âm ngày nào như vẫn còn bên tai 
Nhưng nay đã theo bóng ai 
Rồi mai sau già đi liệu anh có còn tiếc nuối.
 
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi 
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối, để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em 
Chẳng thể tìm được em...

Bao ngày qua anh hoài chìm trong hồi ức đã xa 
Chợt nhận ra bỏ quên những thứ trước mặt 
Chờ đợi một người cũng đã bao lâu 
Dù đã biết trước sẽ chẳng tìm thấy nhau 
Để rồi anh cũng phải nhận ra em đã xa mãi 

Ngàn lần anh yếu đuối,
Ngàn lần để nước mắt rơi,
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối,
Để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em..."
41,bài Dù Anh có Khóc Ngàn Lần đi ạ
42,Đánh vòng như nào vậy ạ
43,đoạn đầu hơi cao
44,Hơi thấp ad ạ
45,1:32
46,xin hợp âm
47,1:28
48,Thấp quá không hát được 😂
49,Mình cảm ơn bạn đã phản hồi nha ! Mình sẽ cố gắng lần sau ạ❤️
50,"Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao
Để buồn đau phủ lên bờ vai hao gầy
Ngày mà ta rời xa, quay lưng về nhau
Liệu đã có ai ngoảnh lại
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta
Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em
Liệu một giây, ngàn năm thì cũng vẫn vậy
Dư âm ngày nào như vẫn còn bên tai
Những ngày đã theo bóng ai
Rồi mai sau ra đi liệu anh có còn tiếc nuối
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em
Bao ngày qua anh hoài chìm trong hồi ức đã xa
Chợt nhận ra bỏ quên những thứ trước mặt
Chờ đợi một người cũng đã bao lâu
Dù đã biết trước sẽ chẳng tìm thấy nhau
Để rồi anh cũng phải nhận ra em đã xa mãi
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em qua bao nhiêu khung trời
Chạy theo giấc mơ anh mơ một thời
Từng hơi ấm kỷ niệm tàn phai đã bao lâu rồi
Anh chỉ muốn được cùng em đi hết quãng đường dài
Dù em sẽ không không quay về nữa
Và rồi bao năm tháng cũng phai dần theo bóng em
Phép màu anh mong ước chỉ có trong giấc mơ mà thôi
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em"
51,"HAY LẮM Ạ
Mk có Cover bài này. Mong m.n ghé qua :3"
52,cho e xin tab vs ạ
53,Cao hơn đc k ạ ?
54,làm bài hẹn yêu tone nữ đi ạ
55,Capo mấy vậy ạ :<
56,@Nguyen Vu Ha Thi okeee bạn. Bạn nhớ đăng ký để tạo động lực cho mình với nha :3. Mình cảm ơn nhiều nèee
57,@Nguyễn Thanh Nhân mình cảm ơn nha :3
58,Capo ngăn 5 nhé bạn ơiiii :3
59,Cảm ơn bạn <3
60,Vâng ạ. :3. Bạn nhớ ủng hộ mình với nha ❤️. Mình cảm ơn bạn nhiều ^^
61,Có tab ko anh
62,K có e ơi
63,solo trong thùng nhìn đẹp hơn ah
64,Bao.T Official vậy hả bạn :3
65,Bạn solo thích quá à
66,Nhà anh ở đâu mà sao backroud đẹp thế
67,Đỉnh
68,Cảm âm à a
69,Đúng r bạn
70,Nên luyện theo hướng dẫn bản góc sẽ hiệu quả hơn là cảm âm rôi tự đàn bạn nhaaaaa...
71,@Nguyễn Thanh Nhân bạn chơi cũng khá ổn đấy...cố gắng luyện tập sẽ hay lắm bạn...
72,Hihi. Mình cảm ơn bạn rất nhiều ạ 😍
73,Làm vậy sẽ giúp bạn chơi tiến bộ hơn nữa...cái này mình góp ý bạn đưng nghĩ gì nha
74,Cảnh đẹp vcl
75,Tks b nha
76,Nhớ kh
77,Nhớ chứ nè hâhhaaa
78,He lo
79,Hellooo
80,Ông đánh theo cảm âm nhưng  cũng tập luyện trước đó phải ko ông
81,Đúng rồi ông. Tui mò nốt ra rồi tập dần
82,xin tab ạ
83,Tab đây nè bạn. Mình mới tìm nè: https://youtu.be/02W8eN4o8as
84,Mình đánh theo cảm âm nên không có tab bạn ơii.
0,Luv luv luv uuuuuuuu
1,Bạn ca sĩ hát hay lắm. Chúc nhóm thành công nhé !
2,Cảm ơn bạn nha!
0,Em say quá anh ơiii
1,Lâu ngày quá chắc mn quên mình ròi 🥺
2,1.000 View òiii. Thanks mọi người nhiềuuuu ❤️
3,Vjp ạ
4,Mình cảm ơn nhé. Nhớ đăng ký kênh để nhận đc Thông báo mỗi khi mình ra vd nèeee
5,Hay quá ạaaaa🥰
6,N cảm ơn nè :3
7,Thử đú tiktok đi biết đâu lại hot
8,Để n đăng thử kkk
9,Fan cứng nè
10,Hiiiihi :3
11,Hay quáaaa =))
12,Yêuuuu :3
13,Cho tui xin link mua dây voii cậu wui
14,Hay quá a nhân ơi ><
15,Lần cuối đi chị :33
16,Để a sau này làm xong nốt mấy bài kia đã
17,Perfect !!
18,Tksss :3
19,“ Hạnh phúc bỏ rơi em “ đi b ơi
20,Sau này mình sẽ làm ạ
21,like đầu tiên luon ;-;
22,Tks b nha
23,"Cảm ơn mn đã lắng nghe và ghé qua phần bình luận này, nếu các bạn thấy hay thì cho mình 1 like và 1 lượt Subcribe nhé
-
Mình cảm ơn mn đã ủng hộ mình trong thời gian qua ❤️"
24,"Sao bạn quay được dây đàn nó lượn sóng hay zậy,chỉ với bạn quay bằng phần mềm gì vậy cảm ơn bạn"
25,nguyễn công danh đúng r bạn. Mình dùng app Inshot để chỉnh màu lại á
26,@Nguyễn Thanh Nhân à tại thấy bạn quay trời đẹp bạn chỉnh màu lại hả
27,nguyễn công danh mình dùng đt IP quay camera thường á bạn. Bạn chỉ cần quay ra nắng là dây đàn nó lượn sóng á.
28,Bạn có bấm hợp âm k hay là đàn trên dây thôi??
29,Thi Dep Cao mình đánh như bình thường mới được chứ b 🤣.
30,"Thấp thoáng ánh mắt đôi môi mang theo hương mê say
Em cho anh tan trong miên man quên luôn đi đêm ngày
Chạm nhẹ vội vàng hai ba giây nhưng con tim đâu hay
Bối rối khẽ lên ngôi yêu thương đong đầy thật đầy
Anh ngẩn ngơ cứ ngỡ
Đó chỉ là giấc mơ
Anh ngẩn ngơ cứ ngỡ

Nhưng đang ngất ngây trong giấc mơ
Thật ngọt ngào êm dịu đắm chìm phút chốc viết tương tư gieo nên thơ
Có câu ca trong gió hát ngân nga ru trời mây nhẹ nhàng đón ban mai ngang qua trao nụ cười
Nắng đua chen khoe sắc vui đùa giữa muôn ngàn hoa dịu dàng đến nhân gian âu yếm tâm hồn người
Hình như chính em
Cho anh mong chờ
Hình như chính em
Cho anh vấn vương
Đừng thờ ơ xin hãy lắng nghe và giúp anh trả lời đôi điều còn băn khoăn
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây 
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây
Em lang thang cả ngày trong tâm trí
Đi không ngừng cả ngày trong tâm trí
Si mê thêm cuồng quay
Ah uhhhhh
Có chắc yêu là đây"
31,Có tab kh anh
32,"koutgg Nguyenbhh không có nhé bạn. Do mình đánh ngẫu hứng theo cảm âm á.
Cảm ơn bạn đã ủng hộ ạ"
33,Nhìn ngón tay lướt trên phím đàn thấy thích gê. Mong đc tt cùng bạn👍🔔
34,bạn chơi guitar hay quá .tuyệt vời
35,PHAN THAI CUONG mình cảm ơn b nhiều ạh
36,Đã sub ạ
37,SonTran TV tks b nha. Mình sub cho b r đấy kkk
38,hi quá hay luôn bạn mình ơi hihi
39,Cảm ơn b nhiều nhaa ❤️
40,"Lyrics cho bạn nào cần nè: 

Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao 
Để buồn đau phủ lên bờ vai hao gầy 
Ngày mà ta rời xa, quay lưng về nhau 
Liệu đã có ai ngoảnh lại 
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta.

Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em 
Lỡ một giây, ngàn năm thì cũng vẫn vậy 
Dư âm ngày nào như vẫn còn bên tai 
Nhưng nay đã theo bóng ai 
Rồi mai sau già đi liệu anh có còn tiếc nuối.
 
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi 
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối, để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em 
Chẳng thể tìm được em...

Bao ngày qua anh hoài chìm trong hồi ức đã xa 
Chợt nhận ra bỏ quên những thứ trước mặt 
Chờ đợi một người cũng đã bao lâu 
Dù đã biết trước sẽ chẳng tìm thấy nhau 
Để rồi anh cũng phải nhận ra em đã xa mãi 

Ngàn lần anh yếu đuối,
Ngàn lần để nước mắt rơi,
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối,
Để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em..."
41,bài Dù Anh có Khóc Ngàn Lần đi ạ
42,Đánh vòng như nào vậy ạ
43,đoạn đầu hơi cao
44,Hơi thấp ad ạ
45,1:32
46,xin hợp âm
47,1:28
48,Thấp quá không hát được 😂
49,Mình cảm ơn bạn đã phản hồi nha ! Mình sẽ cố gắng lần sau ạ❤️
50,"Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao
Để buồn đau phủ lên bờ vai hao gầy
Ngày mà ta rời xa, quay lưng về nhau
Liệu đã có ai ngoảnh lại
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta
Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em
Liệu một giây, ngàn năm thì cũng vẫn vậy
Dư âm ngày nào như vẫn còn bên tai
Những ngày đã theo bóng ai
Rồi mai sau ra đi liệu anh có còn tiếc nuối
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em
Bao ngày qua anh hoài chìm trong hồi ức đã xa
Chợt nhận ra bỏ quên những thứ trước mặt
Chờ đợi một người cũng đã bao lâu
Dù đã biết trước sẽ chẳng tìm thấy nhau
Để rồi anh cũng phải nhận ra em đã xa mãi
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em qua bao nhiêu khung trời
Chạy theo giấc mơ anh mơ một thời
Từng hơi ấm kỷ niệm tàn phai đã bao lâu rồi
Anh chỉ muốn được cùng em đi hết quãng đường dài
Dù em sẽ không không quay về nữa
Và rồi bao năm tháng cũng phai dần theo bóng em
Phép màu anh mong ước chỉ có trong giấc mơ mà thôi
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em"
51,"HAY LẮM Ạ
Mk có Cover bài này. Mong m.n ghé qua :3"
52,cho e xin tab vs ạ
53,Cao hơn đc k ạ ?
54,làm bài hẹn yêu tone nữ đi ạ
55,Capo mấy vậy ạ :<
56,@Nguyen Vu Ha Thi okeee bạn. Bạn nhớ đăng ký để tạo động lực cho mình với nha :3. Mình cảm ơn nhiều nèee
57,@Nguyễn Thanh Nhân mình cảm ơn nha :3
58,Capo ngăn 5 nhé bạn ơiiii :3
59,Cảm ơn bạn <3
60,Vâng ạ. :3. Bạn nhớ ủng hộ mình với nha ❤️. Mình cảm ơn bạn nhiều ^^
61,Có tab ko anh
62,K có e ơi
63,solo trong thùng nhìn đẹp hơn ah
64,Bao.T Official vậy hả bạn :3
65,Bạn solo thích quá à
66,Nhà anh ở đâu mà sao backroud đẹp thế
67,Đỉnh
68,Cảm âm à a
69,Đúng r bạn
70,Nên luyện theo hướng dẫn bản góc sẽ hiệu quả hơn là cảm âm rôi tự đàn bạn nhaaaaa...
71,@Nguyễn Thanh Nhân bạn chơi cũng khá ổn đấy...cố gắng luyện tập sẽ hay lắm bạn...
72,Hihi. Mình cảm ơn bạn rất nhiều ạ 😍
73,Làm vậy sẽ giúp bạn chơi tiến bộ hơn nữa...cái này mình góp ý bạn đưng nghĩ gì nha
74,Cảnh đẹp vcl
75,Tks b nha
76,Nhớ kh
77,Nhớ chứ nè hâhhaaa
78,He lo
79,Hellooo
80,Ông đánh theo cảm âm nhưng  cũng tập luyện trước đó phải ko ông
81,Đúng rồi ông. Tui mò nốt ra rồi tập dần
82,xin tab ạ
83,Tab đây nè bạn. Mình mới tìm nè: https://youtu.be/02W8eN4o8as
84,Mình đánh theo cảm âm nên không có tab bạn ơii.
0,Lâu ngày quá chắc mn quên mình ròi 🥺
1,1.000 View òiii. Thanks mọi người nhiềuuuu ❤️
2,Vjp ạ
3,Mình cảm ơn nhé. Nhớ đăng ký kênh để nhận đc Thông báo mỗi khi mình ra vd nèeee
4,Hay quá ạaaaa🥰
5,N cảm ơn nè :3
6,Thử đú tiktok đi biết đâu lại hot
7,Để n đăng thử kkk
8,Fan cứng nè
9,Hiiiihi :3
10,Hay quáaaa =))
11,Yêuuuu :3
12,Cho tui xin link mua dây voii cậu wui
13,Hay quá a nhân ơi ><
14,Lần cuối đi chị :33
15,Để a sau này làm xong nốt mấy bài kia đã
16,Perfect !!
17,Tksss :3
18,“ Hạnh phúc bỏ rơi em “ đi b ơi
19,Sau này mình sẽ làm ạ
20,like đầu tiên luon ;-;
21,Tks b nha
22,"Cảm ơn mn đã lắng nghe và ghé qua phần bình luận này, nếu các bạn thấy hay thì cho mình 1 like và 1 lượt Subcribe nhé
-
Mình cảm ơn mn đã ủng hộ mình trong thời gian qua ❤️"
23,"Sao bạn quay được dây đàn nó lượn sóng hay zậy,chỉ với bạn quay bằng phần mềm gì vậy cảm ơn bạn"
24,nguyễn công danh đúng r bạn. Mình dùng app Inshot để chỉnh màu lại á
25,@Nguyễn Thanh Nhân à tại thấy bạn quay trời đẹp bạn chỉnh màu lại hả
26,nguyễn công danh mình dùng đt IP quay camera thường á bạn. Bạn chỉ cần quay ra nắng là dây đàn nó lượn sóng á.
27,Bạn có bấm hợp âm k hay là đàn trên dây thôi??
28,Thi Dep Cao mình đánh như bình thường mới được chứ b 🤣.
