0,Luv luv luv uuuuuuuu
29,"Thấp thoáng ánh mắt đôi môi mang theo hương mê say
Em cho anh tan trong miên man quên luôn đi đêm ngày
Chạm nhẹ vội vàng hai ba giây nhưng con tim đâu hay
Bối rối khẽ lên ngôi yêu thương đong đầy thật đầy
Anh ngẩn ngơ cứ ngỡ
Đó chỉ là giấc mơ
Anh ngẩn ngơ cứ ngỡ

Nhưng đang ngất ngây trong giấc mơ
Thật ngọt ngào êm dịu đắm chìm phút chốc viết tương tư gieo nên thơ
Có câu ca trong gió hát ngân nga ru trời mây nhẹ nhàng đón ban mai ngang qua trao nụ cười
Nắng đua chen khoe sắc vui đùa giữa muôn ngàn hoa dịu dàng đến nhân gian âu yếm tâm hồn người
Hình như chính em
Cho anh mong chờ
Hình như chính em
Cho anh vấn vương
Đừng thờ ơ xin hãy lắng nghe và giúp anh trả lời đôi điều còn băn khoăn
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây 
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây
Em lang thang cả ngày trong tâm trí
Đi không ngừng cả ngày trong tâm trí
Si mê thêm cuồng quay
Ah uhhhhh
Có chắc yêu là đây"
30,Có tab kh anh
31,"koutgg Nguyenbhh không có nhé bạn. Do mình đánh ngẫu hứng theo cảm âm á.
Cảm ơn bạn đã ủng hộ ạ"
32,Nhìn ngón tay lướt trên phím đàn thấy thích gê. Mong đc tt cùng bạn👍🔔
33,bạn chơi guitar hay quá .tuyệt vời
34,PHAN THAI CUONG mình cảm ơn b nhiều ạh
35,Đã sub ạ
36,SonTran TV tks b nha. Mình sub cho b r đấy kkk
37,hi quá hay luôn bạn mình ơi hihi
38,Cảm ơn b nhiều nhaa ❤️
39,"Lyrics cho bạn nào cần nè: 

Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao 
Để buồn đau phủ lên bờ vai hao gầy 
Ngày mà ta rời xa, quay lưng về nhau 
Liệu đã có ai ngoảnh lại 
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta.

Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em 
Lỡ một giây, ngàn năm thì cũng vẫn vậy 
Dư âm ngày nào như vẫn còn bên tai 
Nhưng nay đã theo bóng ai 
Rồi mai sau già đi liệu anh có còn tiếc nuối.
 
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi 
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối, để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em 
Chẳng thể tìm được em...

Bao ngày qua anh hoài chìm trong hồi ức đã xa 
Chợt nhận ra bỏ quên những thứ trước mặt 
Chờ đợi một người cũng đã bao lâu 
Dù đã biết trước sẽ chẳng tìm thấy nhau 
Để rồi anh cũng phải nhận ra em đã xa mãi 

Ngàn lần anh yếu đuối,
Ngàn lần để nước mắt rơi,
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối,
Để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em..."
40,bài Dù Anh có Khóc Ngàn Lần đi ạ
41,Đánh vòng như nào vậy ạ
42,đoạn đầu hơi cao
43,Hơi thấp ad ạ
44,1:32
45,xin hợp âm
46,1:28
47,Thấp quá không hát được 😂
48,Mình cảm ơn bạn đã phản hồi nha ! Mình sẽ cố gắng lần sau ạ❤️
49,"Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao
Để buồn đau phủ lên bờ vai hao gầy
Ngày mà ta rời xa, quay lưng về nhau
Liệu đã có ai ngoảnh lại
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta
Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em
Liệu một giây, ngàn năm thì cũng vẫn vậy
Dư âm ngày nào như vẫn còn bên tai
Những ngày đã theo bóng ai
Rồi mai sau ra đi liệu anh có còn tiếc nuối
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em
Bao ngày qua anh hoài chìm trong hồi ức đã xa
Chợt nhận ra bỏ quên những thứ trước mặt
Chờ đợi một người cũng đã bao lâu
Dù đã biết trước sẽ chẳng tìm thấy nhau
Để rồi anh cũng phải nhận ra em đã xa mãi
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em qua bao nhiêu khung trời
Chạy theo giấc mơ anh mơ một thời
Từng hơi ấm kỷ niệm tàn phai đã bao lâu rồi
Anh chỉ muốn được cùng em đi hết quãng đường dài
Dù em sẽ không không quay về nữa
Và rồi bao năm tháng cũng phai dần theo bóng em
Phép màu anh mong ước chỉ có trong giấc mơ mà thôi
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua
Chậm lại một giây cuối, để anh được ôm lấy em
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em"
50,"HAY LẮM Ạ
Mk có Cover bài này. Mong m.n ghé qua :3"
51,cho e xin tab vs ạ
52,Cao hơn đc k ạ ?
53,làm bài hẹn yêu tone nữ đi ạ
54,Capo mấy vậy ạ :<
55,@Nguyen Vu Ha Thi okeee bạn. Bạn nhớ đăng ký để tạo động lực cho mình với nha :3. Mình cảm ơn nhiều nèee
56,@Nguyễn Thanh Nhân mình cảm ơn nha :3
57,Capo ngăn 5 nhé bạn ơiiii :3
58,Cảm ơn bạn <3
59,Vâng ạ. :3. Bạn nhớ ủng hộ mình với nha ❤️. Mình cảm ơn bạn nhiều ^^
60,Có tab ko anh
61,K có e ơi
62,solo trong thùng nhìn đẹp hơn ah
63,Bao.T Official vậy hả bạn :3
64,Bạn solo thích quá à
65,Nhà anh ở đâu mà sao backroud đẹp thế
66,Đỉnh
67,Cảm âm à a
68,Đúng r bạn
69,Nên luyện theo hướng dẫn bản góc sẽ hiệu quả hơn là cảm âm rôi tự đàn bạn nhaaaaa...
70,@Nguyễn Thanh Nhân bạn chơi cũng khá ổn đấy...cố gắng luyện tập sẽ hay lắm bạn...
71,Hihi. Mình cảm ơn bạn rất nhiều ạ 😍
72,Làm vậy sẽ giúp bạn chơi tiến bộ hơn nữa...cái này mình góp ý bạn đưng nghĩ gì nha
73,Cảnh đẹp vcl
74,Tks b nha
75,Nhớ kh
76,Nhớ chứ nè hâhhaaa
77,He lo
78,Hellooo
79,Ông đánh theo cảm âm nhưng  cũng tập luyện trước đó phải ko ông
80,Đúng rồi ông. Tui mò nốt ra rồi tập dần
81,xin tab ạ
82,Tab đây nè bạn. Mình mới tìm nè: https://youtu.be/02W8eN4o8as
83,Mình đánh theo cảm âm nên không có tab bạn ơii.
84,"Vì đây là bản Cover Guitar Ngẫu Hứng nên có một số lỗi mong mn bỏ qua cho mình nhé ❤️❤️
-
Mình cảm ơn các bạn nhiều ạ"
85,Ai lừa anh vậy
86,A ơi cho em xin vòng hợp âm với
87,Cao Quy vòng hợp âm đây nhé b : Am - Em - F - E7
88,Làm kiểu gì mà dây nó rung dc như a vậy ạ
89,Tuấn Anh Official mình dùng app nhé b. App ( BT Shutter ) của IP nhé
90,Hay lắm bạn.
91,Y Dược TV cảm ơn b nhiều nha ❤️
92,Ủng hộp bạn nhớ wa mình tt nha bạn.!
93,"TUẤN CƯỜNG VLOGS cảm ơn bạn nhaa 💚
Okkk nè"
94,hi hay  quá bạn... oi l tặng bạn
95,Q. music cảm ơn b nha
0,Ôi có mình mn ơi =))
1,Share liền Bèo ơi =)))
2,Bạn ca sĩ hát hay lắm. Chúc nhóm thành công nhé !
3,Cảm ơn bạn nha!
4,Luv luv luv uuuuuuuu
0,Ui này giống như xuân tâm vậy anhhh
1,hay quá
2,Mình cảm ơn bạn nhiều nha ❤️
3,Thả tym tặng aiđồ :3
4,Hiihii. Cảm ơn chịii 🤪😍❤️
5,"Hello các bạn !!  Mấy bạn đã thi xong hết chưaa? Vì lý do mình đang trong thời gian ôn thi nên sẽ ít ra video nhé, mong mn thông cảm cho mình nha
❤️ Và đừng quên nếu thấy hay thì các bạn cho mình 1 lượt subcribe và like nha, mình cảm ơn các bạn nhiều ❤️"
6,Bạn thu âm bằng gì vậy ạ
7,Hướng dẫn bạn ơi
8,Anh có tab không ạ???
9,Hung Anh Doan thời gian rảnh thì mình sẽ làm nhé b
10,@Nguyễn Thanh Nhân anh có thể hướng dẫn không ạ??
11,Hung Anh Doan mình đánh theo cảm âm nên k có tab bạn ạ
12,Anh đang dùng đàn gì vậy ạ
13,Đạt Đinh mình dùng đàn rosen r135 nha
14,Solo quá hay luôn bạn ơi ❤❤🤝🤝😍😍
15,Hoàng Giang Channel mình cảm ơn bạn nhiều nhaaa 🙆‍♂️❤️
16,"Guitar solo nghe hay lắm, thật du dương. Cảm ơn bạn nha 👍👍👍😀🔔"
17,Hi ủng hộ bạn  ...like
18,Q. music mình cảm ơn bạn nhiều nhaaa ❤️❤️
19,Ở mức khá
20,Mong mấy vid beat guitar này b thêm lời để những người như mình biết bắt đầu vào lúc nào :((
21,Em mang đi cho anhhh
22,"Hay lắm b , mà cần luyến thêm nhé .."
23,"Hay quá!
Đúng fa của mình luôn"
24,Tui cx làm dutúpbơ qua xem đêhttps://www.youtube.com/channel/UCs4kEEaIsGprNVivptoDP0w
25,"Lời bh 
Ánh trăng lạc lối gieo phù hoa duyên hóa thành tro
Mặt hồ rung lên mang hạt mưa xuyên nát lòng ta
Trái tim rộng lớn thu nhân gian trong đôi mắt sầu lo
Bầu trời riêng ta ru lời ca nhắn ai đừng xa

Hà a ha à a, nhắn ai đừng xa
Nhìn từng chiếc lá úa phai màu rụng rời ngoài hiên
Hà a ha à a, mình ta với ta thôi mà
Tấm thân này chịu nhiều đớn đau lưu luyến

Gió lung lay bàn tay nâng cánh hoa tình
Dẫu trăm năm người thương vẫn cách xa mình
Thuyền mãi ra khơi đi về nơi con sóng vô hình
Chốn xa xăm trùng dương muôn hướng vạn lý"
26,Lâu r ms xem a Nhân
27,Minz Idol hihiiii
28,"Mình thấy rất hay đấy ạ❤️
Cho mình hỏi giờ muốn học đánh solo thì nên bắt đầu từ đâu ạ"
29,Trang Nguyen bạn có thể xem những video hướng dẫn Solo 1 bài nào đó. Và khi b tập nhiều thì sẽ dần tự mò ra thôi ạ
30,Trang Nguyen bạn có thể xem những video hướng dẫn Solo 1 bài nào đó. Và khi b tập nhiều thì sẽ dần tự mò ra thôi ạ
31,Hay quá bạn ơi
32,Làm thử 1 đoạn bài hồng lâu mộng đi Nhân :))
33,Hieu Nguyen ừaaaaa. Để gì tui tập
34,Nguyễn Thanh Nhân  Đánh 1 đoạn thui :33
35,Hieu Nguyen uầy cái này rappp tui ráp dở lắmmmm
36,Trời hôm nay xinh cực
37,Thương Đỗ kkkk
38,@Nguyễn Thanh Nhân cống hiến cho nghệ thuật quá
39,Thương Đỗ xinhhh. Nhân trèo lên mái tôn quay luôn á :))
40,Cho mình hỏi b thu âm kiểu gì vậy ạ
41,Mình thu trong phòng tắm bth thôi ạ
42,Xin hợp âm a:))
43,Dm7 - G7 - C - C7 nha b
44,Ngạn à :))
45,Tui là Nhânnnn :3
46,Uầy nghe đy nghe lại luôn👏🏻👏🏻
47,Minz Idol cảm ơn e nha :3
48,Cho mình xin cách rải với hợp âm với
49,Hùng Dương hợp âm và điệu mình lấy từ bài “Tình đắng như ly cà phê” nhé bạn. Bạn có thể xem cách đánh của bài đó trên YouTube nhé. Cảm ơn bạn nhaaa 💚❤️
50,🥰
51,Uyên Phi 😍 cảm ơn Uyên Phi nhiều nhaaaa 🥰🥰🙆‍♂️
52,:)))
53,Potatou hihiii. Cảm ơn Woangg nhaaa 💚💚💚
54,*nghe hay lắm đó bạn*
55,Lục Vân Tiên TV tks bạn nhaaaa ❤️❤️❤️
56,"Lyrics: 

Anh dừng chân, ngước nhìn trời cao ngàn muôn ánh sao 
Để buồn đau phủ lên bờ vai hao gầy 
Ngày mà ta rời xa, quay lưng về nhau 
Liệu đã có ai ngoảnh lại 
Cả hai bước đi vội vàng, một kết thúc lỡ làng cho ta.

Nơi giọt sương vẫn nằm lại trên dòng khóe mắt em 
Lỡ một giây, ngàn năm thì cũng vẫn vậy 
Dư âm ngày nào như vẫn còn bên tai 
Nhưng nay đã theo bóng ai 
Rồi mai sau già đi liệu anh có còn tiếc nuối.
 
Ngàn lần anh yếu đuối, ngàn lần để nước mắt rơi 
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối, để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em 
Chẳng thể tìm được em...

Bao ngày qua anh hoài chìm trong hồi ức đã xa 
Chợt nhận ra bỏ quên những thứ trước mặt 
Chờ đợi một người cũng đã bao lâu 
Dù đã biết trước sẽ chẳng tìm thấy nhau 
Để rồi anh cũng phải nhận ra em đã xa mãi 

Ngàn lần anh yếu đuối,
Ngàn lần để nước mắt rơi,
Để rồi chợt nhận ra năm tháng kia cũng đã vội qua 

Chậm lại một giây cuối,
Để anh được ôm lấy em 
Vì anh hiểu mãi sau cũng chẳng tìm được người như em
Chẳng thể tìm được em..."
57,Anh tìm em chưa đố anh bắt đc em đố anh bắt đc emmm
58,Guitar hay đó bạn . Chúc bạn một ngày thành công. . ghế lái kênh mình nhé ❤️❤️❤️❤️❤️
59,"Mất màu bài hát rồi bạn ơi, có vài hợp âm không chuẩn bài hát lắm"
60,Ui hay qa.❤mới cover đc luôn🆗🥰
61,1:29
62,1:30 em thấy tuyệt lắm ạ
63,Hay quá bạn ơi.xin phepd bạn mình dùng beat này cover được không.mình sẽ ghi nguồn
64,Mọi người giúp mình đạt được 1000 Subcribe với nhaaa. :3
65,"Hay đấy bạn ơi, cảm ơn và chúc mừng bạn!"
66,Mình cảm ơn bạn nha :3
67,Bạn ơi cho dòng chữ chạy màu vàng ý mới dễ hát
68,Mình cảm ơn bạn đã góp ý nha :3
69,1:28
70,Mình vừa Cover bài này. Mong mọi người qua nghe thử ạ
71,Hay quá bạn <3 <3 . Cho mình xin phép dùng beat guitar này để cover được ko bạn. Mình sẽ ghi nguồn. Hix. Hay quá
72,Okee bạn. :3. Nhớ ghi nguồn là được nha hihii
73,"Beat hay quá, mình ăn xin nhé 😎"
74,@Nguyễn Thanh Nhân mau ra bài khác nhé bạn. Nghe thôi cũng thấy thư giãn
75,Bạn nhớ ghi nguồn là được ạ. Mình cảm ơn :3
76,Khó vào quá
77,Tại mình làm video bằng điện thoại nên k lyrics karaoke được. Mình chỉ canh lời thôi ạ. :< bạn thông cảm cho mình với nhaa :3
78,Bạn ơi bạn rải như nào v
79,Mình quạt Thông thường thôi bạn
80,Mình quạt Thông thường thôi bạn
81,Chỗ để rồi chợt nhận ra bạn quạt chia đôi hả
82,Mình rải theo điệu Ballad nha: Bass _ 3 _ 21 _ 3 _ Bass
83,Mk có thể xin beat để cover không. Hứa ghi nguồn ạ
84,@Nguyễn Thanh Nhân Ok ạ
85,Nhớ ghi nguồn là đc ạ
86,hay quá
87,Cảm ơn bạn nhiều nha ❤️
88,Hạ 1 tone nửa ca mới nổi đoạn cao trào
89,Chắc tone gốc khá là cao đó b
90,Cho em xin hợp âm đc ko ạ ?
91,@Nguyễn Thanh Nhân  thank nhiều nhé
92,sói cô độc C - Am - F - G nhé b
93,Ủng hộ nhau không anh bạn hoeenf
94,Ủng hộ nhau không a bạn ơi!
95,"Ngày mà em đến đã làm cho trái tim hy vọng.
Dịu dàng hương hoa đang khẽ nô đùa mái tóc em.
Nụ cười duyên dáng cho lòng anh nhớ thương em nhiều.
Rồi ngày em đi, cho lòng anh dường như vỡ tan.💔

Đk:
Là vì em đã hết thương tôi rồi, giờ em đã có ai bên đợi🙂💔
Tôi đợ chi 1 người không thương.
Tôi chờ chi người làm tôi đau
Giờ đây nếu có quay trở về, thì con tim đã thôi mong chờ
Em về đi~ 🙁 mong chờ chi ~ vỡ tan tình ta…"
96,Có tab ko a
97,Nghĩa Lâm Trung mình đàn ngẫu hứng nên k có tab nha bạn. :((
98,Nhạc giuta nghe im tai quá mình rất thích nghe giai điệu này ra thêm nửa ad nhé..!
99,Ngọc Ngọc Ad sẽ cố ra thêmm nha. Cảm ơn b đã ủng hộ mình :>
100,Bạn solo hay quá chúc b pt
101,Tuấn mtv tks bạn
102,Hay đấy bạn
103,Vinh Luong the Tks bạn nhiềuuuu
104,"Rất hay, cảm ơn bạn nhé."
105,Solo nhạc hay
106,Triệu Huy Phong  cảm ơn b nhiều ạ
107,mình cũng bên đàn này..mong có ngày giao luu
108,Trường Huỳnh okeeee ạ :3
109,Hay lắm bạn ❤️❤️❤️❤️
110,Hay quá bạn ơi
111,NHUNG TRẦN GV cảm ơn b nhìuuuu ạ ❤️❤️❤️
112,Bạn đàn nghe hay lắm. Ngày xưa cũng thích nhưng k học nổi
113,PVP Tivi mình cảm ơn bạn nha ❤️. Chỉ cần có đam mê và cố gắng là được bạn ạ 💚
114,ok
115,"Solo hay quá, mình cũng biết đàn sơ sơ"
116,Next một đêm Cảm ơn bạn nhìuuuu nhaaaa :3. Cố tập lên bạn hihi
117,hay quá bạn ơiiiiiiiiiii
118,HTN troll cảm ơn b nhìuuuu nhaaaa 💚💚💚
119,Hay quá
120,Dũng nhạc vlogs cảm ơn b nhìuuuuu
121,Bạn đàn hay lắm
122,Đam Mê Và Săn Bắt cảm ơn b nhaaaa :3
123,Hay
124,Dịch Vụ Facebook tks bạn nhứ
125,"Cảm ơn mn đã lắng nghe và ghé qua phần bình luận này, nếu các bạn thấy hay thì cho mình 1 like và 1 lượt Subcribe nhé
-
Mình cảm ơn mn đã ủng hộ mình trong thời gian qua ❤️"
126,"Sao bạn quay được dây đàn nó lượn sóng hay zậy,chỉ với bạn quay bằng phần mềm gì vậy cảm ơn bạn"
127,nguyễn công danh đúng r bạn. Mình dùng app Inshot để chỉnh màu lại á
128,@Nguyễn Thanh Nhân à tại thấy bạn quay trời đẹp bạn chỉnh màu lại hả
129,nguyễn công danh mình dùng đt IP quay camera thường á bạn. Bạn chỉ cần quay ra nắng là dây đàn nó lượn sóng á.
130,Bạn có bấm hợp âm k hay là đàn trên dây thôi??
131,Thi Dep Cao mình đánh như bình thường mới được chứ b 🤣.
132,"Thấp thoáng ánh mắt đôi môi mang theo hương mê say
Em cho anh tan trong miên man quên luôn đi đêm ngày
Chạm nhẹ vội vàng hai ba giây nhưng con tim đâu hay
Bối rối khẽ lên ngôi yêu thương đong đầy thật đầy
Anh ngẩn ngơ cứ ngỡ
Đó chỉ là giấc mơ
Anh ngẩn ngơ cứ ngỡ

Nhưng đang ngất ngây trong giấc mơ
Thật ngọt ngào êm dịu đắm chìm phút chốc viết tương tư gieo nên thơ
Có câu ca trong gió hát ngân nga ru trời mây nhẹ nhàng đón ban mai ngang qua trao nụ cười
Nắng đua chen khoe sắc vui đùa giữa muôn ngàn hoa dịu dàng đến nhân gian âu yếm tâm hồn người
Hình như chính em
Cho anh mong chờ
Hình như chính em
Cho anh vấn vương
Đừng thờ ơ xin hãy lắng nghe và giúp anh trả lời đôi điều còn băn khoăn
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây 
Có chắc yêu là đây đây đây
Có chắc yêu là đây đây
Em lang thang cả ngày trong tâm trí
Đi không ngừng cả ngày trong tâm trí
Si mê thêm cuồng quay
Ah uhhhhh
Có chắc yêu là đây"
133,Có tab kh anh
134,"koutgg Nguyenbhh không có nhé bạn. Do mình đánh ngẫu hứng theo cảm âm á.
Cảm ơn bạn đã ủng hộ ạ"
135,Nhìn ngón tay lướt trên phím đàn thấy thích gê. Mong đc tt cùng bạn👍🔔
136,bạn chơi guitar hay quá .tuyệt vời
137,PHAN THAI CUONG mình cảm ơn b nhiều ạh
138,Đã sub ạ
139,SonTran TV tks b nha. Mình sub cho b r đấy kkk
140,hi quá hay luôn bạn mình ơi hihi
141,Cảm ơn b nhiều nhaa ❤️
142,Cho Nhăn 1 like nèe:>
143,Tks nhaaa
144,A ơi cho e xin vòng hợp âm dc ko ạ
145,Hợp âm là Dm7 G C Am nha bạn
146,Mấy bài video solo như last night ông quay bằng điện thoại gì thế
147,Nhớ ủng hộ mình với nhaa. :3. Mình cảm ơn nhiềuuuu
148,@Nguyễn Thanh Nhân oke c.ơn nha
149,Tui quay bằng ip5 cam thường rồi bỏ điện thoại vào trong thôi
150,Dm idol Nhân
151,Kkkkk :3
152,Good job Nhân oie
153,@Nguyễn Thanh Nhân bảo luon ủng hộ nhân
154,Cảm ơn bạn nhaa :3
155,Hay ạ :3
156,Tks b nhaaa ❤️
157,"Nay vứt liêm sỉ xin in4 anh 
Chứ theo dõi lâu rồi mà không dám xin"
158,@Nguyễn Thanh Nhân Yu Mi luôn á anh
159,@Mi Ju tên gì hả emm ?
160,@Nguyễn Thanh Nhân ý là em add anh rồi á idol hóng anh chấp nhận 😄
161,Anh có để phần giới thiệu chung á em
162,❤️ hay bro ê
163,:3 mình cảm ơn nhaaa
164,Hay
165,@ken GM  k nhớ luônn
166,"A ko nhớ em là ai à,00 h mik gặp nhau"
167,Mình cảm ơn Bạn nhiều nhaa :3
